"","Html Form","Attachments","Flash content","Html iFrame","HTML content","URLs","External Resources","Javascript","Css","IPs in URLs","@ in URLs","Encoding","label"
"48","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"49","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"50","False","0","False","False","True","21","0","10","0","False","False","none","phish"
"51","False","0","False","False","True","22","0","0","0","True","False","7bit","phish"
"52","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"53","True","0","False","False","True","23","0","4","1","True","False","none","phish"
"54","False","0","False","False","True","5","0","0","0","True","False","none","phish"
"55","False","0","False","False","True","4","0","0","0","True","False","8bit","phish"
"56","False","0","False","False","True","9","0","0","0","True","False","none","phish"
"57","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"58","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"59","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"60","False","0","False","False","True","3","0","0","1","False","False","quoted-printable","phish"
"61","False","0","False","False","True","3","0","0","1","False","False","quoted-printable","phish"
"62","False","0","False","False","True","3","0","0","1","False","False","quoted-printable","phish"
"63","False","0","False","False","True","3","0","0","1","False","False","quoted-printable","phish"
"64","False","0","False","False","True","8","0","0","0","True","False","none","phish"
"65","False","0","False","False","True","14","0","1","0","True","False","8bit","phish"
"66","False","0","False","False","True","13","0","0","0","True","False","none","phish"
"67","False","0","False","False","True","9","0","0","0","False","False","none","phish"
"68","False","0","False","False","True","11","0","0","0","False","False","8bit","phish"
"69","False","0","False","False","True","10","0","0","0","False","False","none","phish"
"70","False","0","False","False","True","4","0","0","0","True","False","quoted-printable","phish"
"71","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"72","False","0","False","False","True","12","0","0","0","True","False","none","phish"
"73","False","0","False","False","True","12","0","0","0","True","False","none","phish"
"74","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"75","False","0","False","False","True","3","0","0","0","False","False","quoted-printable","phish"
"76","False","0","False","False","True","8","0","0","0","False","False","none","phish"
"77","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"78","False","0","False","False","True","24","0","0","0","False","False","none","phish"
"79","False","0","False","False","True","13","0","0","0","True","False","7bit","phish"
"80","False","0","False","False","True","13","0","0","0","True","False","7bit","phish"
"81","True","0","False","False","True","13","0","4","1","False","False","7bit","phish"
"82","False","0","False","False","True","5","0","0","0","True","False","none","phish"
"83","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"84","False","0","False","False","True","6","0","0","0","False","False","none","phish"
"85","False","0","False","False","True","8","0","0","0","False","False","none","phish"
"86","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"87","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"88","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"89","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"90","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"91","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"92","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"93","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"94","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"95","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"96","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"97","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"98","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"99","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"100","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"101","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"102","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"103","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"104","True","0","False","False","True","3","0","0","0","True","False","none","phish"
"105","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"106","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"107","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"108","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"109","False","0","False","False","True","14","0","0","0","True","False","none","phish"
"110","False","0","False","False","True","24","0","0","0","False","False","none","phish"
"111","False","0","False","False","True","5","0","0","0","False","False","none","phish"
"112","False","0","False","False","True","7","0","0","0","False","False","8bit","phish"
"113","False","0","False","False","True","13","0","0","0","True","False","none","phish"
"114","False","0","False","False","True","13","0","0","0","True","False","none","phish"
"115","False","0","False","False","True","13","0","0","0","True","False","none","phish"
"116","False","0","False","False","True","5","0","0","0","False","False","none","phish"
"117","False","0","False","False","True","0","0","0","0","False","False","none","phish"
"118","False","0","False","False","True","6","0","0","0","False","False","none","phish"
"119","False","0","False","False","True","6","0","0","0","False","False","none","phish"
"120","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"121","True","0","False","False","True","12","0","1","4","False","False","quoted-printable","phish"
"122","True","0","False","False","True","12","0","1","4","False","False","quoted-printable","phish"
"123","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"124","False","0","False","False","True","5","0","0","0","True","False","8bit","phish"
"125","False","0","False","False","True","1","0","0","0","True","False","none","phish"
"126","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"127","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"128","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"129","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"130","False","0","False","False","True","7","0","0","0","False","False","8bit","phish"
"131","False","0","False","False","True","8","0","0","0","False","False","quoted-printable","phish"
"132","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"133","False","0","False","False","True","1","0","0","0","True","False","none","phish"
"134","False","0","False","False","True","13","0","0","0","False","False","none","phish"
"135","False","0","False","False","True","20","0","0","0","False","False","none","phish"
"136","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"137","False","0","False","False","True","2","0","0","0","True","False","8bit","phish"
"138","False","0","False","False","True","2","0","0","0","True","False","8bit","phish"
"139","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"140","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"141","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"142","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"143","True","0","False","False","True","14","0","0","0","True","False","8bit","phish"
"144","False","0","False","False","True","2","0","0","0","False","False","8bit","phish"
"145","False","0","False","False","True","23","0","0","0","True","False","none","phish"
"146","False","0","False","False","True","3","0","0","0","False","False","8bit","phish"
"147","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"148","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"149","False","0","False","False","True","19","0","0","0","True","False","7bit","phish"
"150","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"151","False","0","False","False","True","2","0","0","0","False","False","8bit","phish"
"152","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"153","False","0","False","False","True","34","0","0","0","False","False","none","phish"
"154","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"155","False","2","False","False","True","5","0","0","0","False","False","none","phish"
"156","False","2","False","False","True","5","0","0","0","False","False","none","phish"
"157","False","0","False","False","True","16","0","0","0","False","False","none","phish"
"158","False","0","False","False","True","1","0","0","0","False","False","8bit","phish"
"159","False","0","False","False","True","5","0","0","0","False","False","7bit","phish"
"160","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"161","False","0","False","False","True","3","0","0","0","False","False","8bit","phish"
"162","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"163","False","0","False","False","True","3","0","0","0","True","False","7bit","phish"
"164","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"165","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"166","False","0","False","False","True","6","0","0","0","False","False","none","phish"
"167","False","0","False","False","True","4","0","0","0","False","False","8bit","phish"
"168","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"169","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"170","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"171","False","0","False","False","True","8","0","0","0","False","False","none","phish"
"172","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"173","False","0","False","False","True","13","0","0","0","False","False","none","phish"
"174","False","0","False","False","True","5","0","0","0","False","False","none","phish"
"175","False","0","False","False","True","14","0","0","0","True","False","none","phish"
"176","False","0","False","False","True","1","0","0","0","False","False","8bit","phish"
"177","False","0","False","False","True","1","0","0","0","False","False","8bit","phish"
"178","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"179","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"180","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"181","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"182","False","2","False","False","True","1","0","0","0","False","False","none","phish"
"183","False","2","False","False","True","1","0","0","0","False","False","none","phish"
"184","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"185","False","0","False","False","True","6","0","0","0","False","False","none","phish"
"186","False","0","False","False","True","8","0","0","0","False","False","8bit","phish"
"187","False","0","False","False","True","4","0","0","0","False","False","none","phish"
"188","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"189","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"190","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"191","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"192","False","0","False","False","True","24","0","0","0","True","False","none","phish"
"193","False","0","False","False","True","19","0","0","0","True","False","8bit","phish"
"194","False","0","False","False","True","16","0","0","0","True","False","none","phish"
"195","False","0","False","False","True","4","0","0","0","False","False","8bit","phish"
"196","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"197","False","0","False","False","True","4","0","0","0","False","False","none","phish"
"198","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"199","False","0","False","False","True","3","0","0","0","False","False","none","phish"
"200","False","0","False","False","True","4","0","0","0","False","False","8bit","phish"
"201","False","0","False","False","True","4","0","0","2","True","False","8bit","phish"
"202","False","0","False","False","True","3","0","0","0","True","False","none","phish"
"203","False","0","False","False","True","7","0","0","0","False","False","8bit","phish"
"204","True","0","False","False","True","24","0","0","0","True","False","none","phish"
"205","True","0","False","False","True","24","0","0","0","True","False","none","phish"
"206","False","0","False","False","True","6","0","0","0","False","False","8bit","phish"
"207","False","0","False","False","True","18","0","0","0","False","False","8bit","phish"
"208","False","0","False","False","True","13","0","0","0","True","False","none","phish"
"209","False","0","False","False","True","11","0","0","0","True","False","none","phish"
"210","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"211","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"212","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"213","False","0","False","False","True","13","0","0","0","True","False","7bit","phish"
"214","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"215","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"216","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"217","False","0","False","False","True","39","0","0","0","True","False","none","phish"
"218","False","0","False","False","True","39","0","0","0","True","False","none","phish"
"219","False","0","False","False","True","8","0","0","0","False","False","8bit","phish"
"220","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"221","False","0","False","False","True","5","0","0","0","False","False","none","phish"
"222","False","0","False","False","True","14","0","0","0","True","False","none","phish"
"223","False","0","False","False","True","33","0","0","0","False","False","8bit","phish"
"224","False","0","False","False","True","3","0","0","0","True","False","none","phish"
"225","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"226","False","0","False","False","True","19","2","2","3","False","False","none","phish"
"227","False","0","False","False","True","3","0","0","0","True","False","7bit ","phish"
"228","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"229","True","0","False","False","True","4","0","0","0","True","False","none","phish"
"230","False","0","False","False","True","59","0","0","0","True","False","none","phish"
"231","False","0","False","False","True","19","2","2","3","True","False","none","phish"
"232","False","0","False","False","True","4","0","0","0","True","False","none","phish"
"233","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"234","False","0","False","False","True","5","0","0","0","True","False","none","phish"
"235","False","0","False","False","True","5","0","0","0","False","False","none","phish"
"236","False","0","False","False","True","14","0","0","0","True","False","none","phish"
"237","False","0","False","False","True","12","0","0","0","False","False","8bit","phish"
"238","False","0","False","False","True","2","0","0","0","True","False","7bit","phish"
"239","False","0","False","False","True","7","0","0","0","False","False","none","phish"
"240","False","0","False","False","True","7","0","0","0","False","False","none","phish"
"241","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"242","False","0","False","False","True","6","0","0","0","False","False","8bit","phish"
"243","False","0","False","False","True","6","0","0","0","False","False","8bit","phish"
"244","False","0","False","False","True","7","0","0","0","False","False","none","phish"
"245","False","0","False","False","True","7","0","0","0","False","False","8bit","phish"
"246","False","0","False","False","True","4","0","0","0","False","False","8bit","phish"
"247","True","0","False","False","True","6","0","0","0","True","False","none","phish"
"248","False","0","False","False","True","3","0","0","0","False","False","8bit","phish"
"249","False","0","False","False","True","11","0","0","0","False","False","7bit","phish"
"250","True","0","False","False","True","6","0","0","0","True","False","7bit","phish"
"251","False","0","False","False","True","34","0","0","0","False","False","7bit","phish"
"252","False","0","False","False","True","7","0","0","0","True","False","7bit","phish"
"253","False","0","False","False","True","6","0","0","0","True","False","7bit","phish"
"254","False","0","False","False","True","2","0","0","0","False","False","none","phish"
"255","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"256","False","0","False","False","True","24","0","2","0","False","True","7bit","phish"
"257","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"258","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"259","False","0","False","False","True","2","0","0","0","True","False","7bit","phish"
"260","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"261","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"262","False","0","False","False","True","12","0","0","0","True","False","7bit","phish"
"263","False","0","False","False","True","5","0","0","0","False","False","7bit","phish"
"264","False","0","False","False","True","5","0","0","0","False","False","7bit","phish"
"265","False","0","False","False","True","3","0","0","0","True","False","none","phish"
"266","False","0","False","False","True","16","0","0","0","True","False","none","phish"
"267","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"268","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"269","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"270","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"271","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"272","False","0","False","False","True","4","0","0","0","False","False","7bit","phish"
"273","False","0","False","False","True","4","0","0","0","False","False","7bit","phish"
"274","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"275","False","0","False","False","True","6","0","0","0","True","False","7bit","phish"
"276","False","0","False","False","True","6","0","0","0","True","False","7bit","phish"
"277","False","0","False","False","True","1","0","0","0","True","False","7bit","phish"
"278","False","0","False","False","True","45","0","0","0","True","False","7bit","phish"
"279","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"280","False","0","False","False","True","14","0","0","0","False","True","7bit","phish"
"281","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"282","False","0","False","False","True","15","0","1","0","False","False","none","phish"
"283","False","0","False","False","True","5","0","0","0","True","False","7bit","phish"
"284","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"285","False","0","False","False","True","34","0","0","0","True","False","7bit","phish"
"286","False","1","False","False","True","3","0","0","0","False","False","none","phish"
"287","False","0","False","False","True","44","0","0","0","False","False","7bit","phish"
"288","False","0","False","False","True","2","0","0","0","False","False","7bit","phish"
"289","False","0","False","False","True","1","0","0","0","True","False","7bit","phish"
"290","False","0","False","False","True","45","0","0","0","False","False","7bit","phish"
"291","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"292","False","0","False","False","True","0","0","0","0","False","False","7bit","phish"
"293","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"294","False","0","False","False","True","34","0","0","0","True","False","7bit","phish"
"295","False","0","False","False","True","45","0","0","0","True","False","7bit","phish"
"296","False","0","False","False","True","2","0","0","0","True","False","7bit","phish"
"297","False","0","False","False","True","5","1","1","5","False","False","7bit","phish"
"298","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"299","False","0","False","False","True","14","0","1","0","True","False","7bit","phish"
"300","False","0","False","False","True","14","0","1","0","True","False","7bit","phish"
"301","False","0","False","False","True","44","0","0","0","True","False","7bit","phish"
"302","False","0","False","False","True","6","0","0","0","True","False","7bit","phish"
"303","False","0","False","False","True","0","0","0","0","False","False","7bit","phish"
"304","False","0","False","False","True","0","0","0","0","False","False","7bit","phish"
"305","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"306","False","0","False","False","True","14","0","0","0","True","False","7bit","phish"
"307","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"308","False","0","False","False","True","5","1","1","5","False","False","7bit","phish"
"309","False","0","False","False","True","2","0","0","0","True","False","7bit","phish"
"310","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"311","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"312","False","0","False","False","True","10","0","0","0","False","False","7bit","phish"
"313","False","0","False","False","True","5","0","0","0","True","False","7bit","phish"
"314","False","0","False","False","True","7","0","0","0","False","False","7bit","phish"
"315","False","0","False","False","True","5","0","0","0","True","False","7bit","phish"
"316","False","0","False","False","True","3","0","0","1","False","False","7bit","phish"
"317","False","0","False","False","True","3","0","0","0","False","False","7bit","phish"
"318","False","0","False","False","True","60","0","0","0","True","False","7bit","phish"
"319","False","0","False","False","True","6","0","0","0","False","False","7bit","phish"
"320","False","2","False","False","True","2","0","0","0","False","False","none","phish"
"321","False","1","False","False","True","2","0","0","0","False","False","none","phish"
"322","False","1","False","False","True","2","0","0","0","False","False","none","phish"
"323","False","0","False","False","True","9","0","0","0","False","False","none","phish"
"324","False","0","False","False","True","7","0","0","0","False","False","none","phish"
"325","False","0","False","False","True","7","0","0","0","False","False","none","phish"
"326","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"327","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"328","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"329","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"330","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"331","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"332","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"333","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"334","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"335","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"336","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"337","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"338","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"339","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"340","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"341","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"342","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"343","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"344","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"345","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"346","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"347","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"348","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"349","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"350","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"351","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"352","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"353","False","0","False","False","True","4","0","0","0","False","False","8bit","phish"
"354","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"355","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"356","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"357","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"358","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"359","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"360","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"361","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"362","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"363","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"364","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"365","False","0","False","False","True","45","0","0","0","True","False","7bit","phish"
"366","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"367","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"368","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"369","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"370","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"371","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"372","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"373","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"374","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"375","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"376","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"377","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"378","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"379","False","0","False","False","True","2","0","0","0","True","False","7bit","phish"
"380","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"381","False","0","False","False","True","44","0","0","0","True","False","7bit","phish"
"382","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"383","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"384","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"385","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"386","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"387","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"388","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"389","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"390","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"391","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"392","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"393","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"394","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"395","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"396","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"397","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"398","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"399","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"400","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"401","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"402","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"403","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"404","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"405","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"406","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"407","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"408","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"409","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"410","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"411","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"412","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"413","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"414","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"415","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"416","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"417","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"418","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"419","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"420","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"421","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"422","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"423","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"424","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"425","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"426","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"427","False","0","False","False","True","3","0","0","0","True","False","7bit","phish"
"428","False","0","False","False","True","16","0","0","0","False","False","none","phish"
"429","False","0","False","False","True","6","0","0","0","True","False","none","phish"
"430","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"431","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"432","False","0","False","False","True","2","0","0","0","True","False","none","phish"
"433","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"434","False","0","False","False","True","1","0","0","0","False","False","none","phish"
"435","False","0","False","False","True","21","3","3","3","False","False","none","phish"
